Время;Расположение источника;Источик;Тип сообщения;Комментарий;
2014.07.03  12:00:05.907;IEC104;Connect 17, 192.168.240.21:44380. Сервер. ;Состояние алгоритма;Получено: 104 04 01 00 92 28 ;
2014.07.03  12:00:06.896;IEC104;Connect 17, 192.168.240.21:44380. Сервер. ;Состояние алгоритма;Отправлено: 104 70 96 28 02 00 33 04 03 00 00 00 07 00 18 82 44 164 83 00 180 233 42 12 20 06 14 07 00 25 82 44 164 83 00 180 233 42 12 20 06 14 07 00 36 81 44 164 83 00 180 233 42 12 20 06 14 03 64 36 81 44 164 83 00 180 233 42 12 20 06 14 104 250 98 28 02 00 36 16 03 00 00 00 47 00 07 61 10 122 66 00 180 233 42 12 20 06 14 48 00 07 236 209 240 194 00 180 233 42 12 20 06 14 49 00 07 51 51 115 63 00 180 233 42 12 20 06 14 50 00 07 123 20 108 66 00 180 233 42 12 20 06 14 59 00 08 20 46 221 66 00 180 233 42 12 20 06 14 60 00 08 20 238 51 67 00 180 233 42 12 20 06 14 59 00 09 246 40 221 66 00 180 233 42 12 20 06 14 60 00 09 215 227 51 67 00 180 233 42 12 20 06 14 62 00 09 205 76 180 194 00 180 233 42 12 20 06 14 47 00 11 195 245 122 66 00 180 233 42 12 20 06 14 48 00 11 61 138 240 194 00 180 233 42 12 20 06 14 103 00 12 205 76 216 194 00 180 233 42 12 20 06 14 93 00 13 195 245 71 66 00 180 233 42 12 20 06 14 43 00 18 10 215 163 60 00 180 233 42 12 20 06 14 45 00 18 51 51 195 64 00 180 233 42 12 20 06 14 46 00 18 225 122 196 64 00 180 233 42 12 20 06 14 104 250 100 28 02 00 36 16 03 00 00 00 48 00 18 00 00 208 193 00 180 233 42 12 20 06 14 49 00 18 00 00 17 195 00 180 233 42 12 20 06 14 50 00 18 00 00 180 66 00 180 233 42 12 20 06 14 52 00 18 00 00 238 194 00 180 233 42 12 20 06 14 53 00 18 00 00 240 66 00 180 233 42 12 20 06 14 44 00 25 166 155 68 59 00 180 233 42 12 20 06 14 45 00 25 225 122 172 65 00 180 233 42 12 20 06 14 46 00 25 133 235 171 65 00 180 233 42 12 20 06 14 47 00 25 20 174 169 65 00 180 233 42 12 20 06 14 48 00 25 00 00 72 194 00 180 233 42 12 20 06 14 49 00 25 00 00 08 195 00 180 233 42 12 20 06 14 50 00 25 00 00 176 66 00 180 233 42 12 20 06 14 52 00 25 00 00 240 194 00 180 233 42 12 20 06 14 93 00 36 143 194 199 66 00 180 233 42 12 20 06 14 94 00 36 92 15 199 66 00 180 233 42 12 20 06 14 95 00 36 205 204 204 61 00 180 233 42 12 20 06 14 104 25 102 28 02 00 36 01 03 00 00 00 101 00 36 195 245 71 66 00 180 233 42 12 20 06 14 ;
2014.07.03  12:00:07.904;IEC104;Connect 17, 192.168.240.21:44380. Сервер. ;Состояние алгоритма;Отправлено: 104 115 104 28 02 00 33 07 03 00 00 00 07 00 02 81 44 164 83 00 31 00 43 12 20 06 14 03 64 02 81 44 164 83 00 31 00 43 12 20 06 14 00 64 23 85 44 164 83 00 31 00 43 12 20 06 14 07 00 38 81 44 164 83 00 31 00 43 12 20 06 14 03 64 38 81 44 164 83 00 31 00 43 12 20 06 14 07 00 39 84 44 164 83 00 31 00 43 12 20 06 14 00 64 39 84 44 164 83 00 31 00 43 12 20 06 14 104 235 106 28 02 00 36 15 03 00 00 00 93 00 02 72 225 199 66 00 31 00 43 12 20 06 14 94 00 02 00 00 199 66 00 31 00 43 12 20 06 14 101 00 02 195 245 71 66 00 31 00 43 12 20 06 14 49 00 06 143 194 117 63 00 31 00 43 12 20 06 14 50 00 06 51 51 108 66 00 31 00 43 12 20 06 14 51 00 07 41 92 121 66 00 31 00 43 12 20 06 14 52 00 07 20 46 240 66 00 31 00 43 12 20 06 14 62 00 08 82 56 180 194 00 31 00 43 12 20 06 14 63 00 09 225 122 122 66 00 31 00 43 12 20 06 14 81 00 10 205 76 26 67 00 31 00 43 12 20 06 14 49 00 11 92 143 162 63 00 31 00 43 12 20 06 14 50 00 11 164 48 17 195 00 31 00 43 12 20 06 14 93 00 38 236 81 211 66 00 31 00 43 12 20 06 14 94 00 38 205 76 210 66 00 31 00 43 12 20 06 14 101 00 38 195 245 71 66 00 31 00 43 12 20 06 14 ;
2014.07.03  12:00:08.910;IEC104;Connect 17, 192.168.240.21:44380. Сервер. ;Состояние алгоритма;Отправлено: 104 100 108 28 02 00 33 06 03 00 00 00 07 00 00 84 44 164 83 00 250 00 43 12 20 06 14 12 00 00 191 02 00 00 00 250 00 43 12 20 06 14 45 00 00 191 02 00 00 00 250 00 43 12 20 06 14 07 00 03 82 44 164 83 00 250 00 43 12 20 06 14 03 64 03 82 44 164 83 00 250 00 43 12 20 06 14 00 64 27 85 44 164 83 00 250 00 43 12 20 06 14 104 250 110 28 02 00 36 16 03 00 00 00 73 00 03 92 213 187 69 00 250 00 43 12 20 06 14 74 00 03 236 17 190 69 00 250 00 43 12 20 06 14 75 00 03 205 74 188 69 00 250 00 43 12 20 06 14 76 00 03 215 163 57 66 00 250 00 43 12 20 06 14 77 00 03 31 133 89 66 00 250 00 43 12 20 06 14 78 00 03 123 84 91 67 00 250 00 43 12 20 06 14 79 00 03 51 51 129 65 00 250 00 43 12 20 06 14 80 00 03 00 00 72 66 00 250 00 43 12 20 06 14 88 00 04 215 163 16 64 00 250 00 43 12 20 06 14 89 00 04 215 163 144 63 00 250 00 43 12 20 06 14 90 00 04 215 163 16 64 00 250 00 43 12 20 06 14 93 00 04 174 71 211 66 00 250 00 43 12 20 06 14 94 00 04 225 122 210 66 00 250 00 43 12 20 06 14 96 00 04 184 30 05 62 00 250 00 43 12 20 06 14 51 00 06 236 81 121 66 00 250 00 43 12 20 06 14 52 00 06 113 61 240 66 00 250 00 43 12 20 06 14 104 130 112 28 02 00 36 08 03 00 00 00 54 00 07 143 194 116 194 00 250 00 43 12 20 06 14 63 00 08 31 133 122 66 00 250 00 43 12 20 06 14 64 00 08 10 215 35 60 00 250 00 43 12 20 06 14 65 00 09 123 20 46 62 00 250 00 43 12 20 06 14 66 00 09 92 143 184 65 00 250 00 43 12 20 06 14 68 00 09 10 215 241 66 00 250 00 43 12 20 06 14 83 00 10 41 220 26 67 00 250 00 43 12 20 06 14 105 00 12 123 20 46 193 00 250 00 43 12 20 06 14 ;
2014.07.03  12:00:08.921;IEC104;Connect 17, 192.168.240.21:44380. Сервер. ;Состояние алгоритма;Получено: 104 04 01 00 112 28 ;
2014.07.03  12:00:09.911;IEC104;Connect 17, 192.168.240.21:44380. Сервер. ;Состояние алгоритма;Отправлено: 104 40 114 28 02 00 33 02 03 00 00 00 07 00 05 82 44 164 83 00 212 01 43 12 20 06 14 03 64 05 82 44 164 83 00 212 01 43 12 20 06 14 104 175 116 28 02 00 36 11 03 00 00 00 73 00 05 174 53 189 69 00 212 01 43 12 20 06 14 74 00 05 246 250 188 69 00 212 01 43 12 20 06 14 75 00 05 102 112 189 69 00 212 01 43 12 20 06 14 77 00 05 215 163 39 66 00 212 01 43 12 20 06 14 78 00 05 82 248 53 67 00 212 01 43 12 20 06 14 79 00 05 195 245 100 65 00 212 01 43 12 20 06 14 55 00 07 123 20 221 66 00 212 01 43 12 20 06 14 56 00 07 00 00 00 00 00 212 01 43 12 20 06 14 66 00 08 51 51 149 65 00 212 01 43 12 20 06 14 70 00 09 174 71 43 66 00 212 01 43 12 20 06 14 52 00 11 41 92 240 66 00 212 01 43 12 20 06 14 ;
2014.07.03  12:00:10.915;IEC104;Connect 17, 192.168.240.21:44380. Сервер. ;Состояние алгоритма;Отправлено: 104 85 118 28 02 00 33 05 03 00 00 00 07 00 23 85 44 164 83 00 159 02 43 12 20 06 14 07 00 27 85 44 164 83 00 159 02 43 12 20 06 14 07 00 34 82 44 164 83 00 159 02 43 12 20 06 14 03 64 34 82 44 164 83 00 159 02 43 12 20 06 14 07 00 40 84 44 164 83 00 159 02 43 12 20 06 14 104 250 120 28 02 00 36 16 03 00 00 00 45 00 23 215 163 192 64 00 159 02 43 12 20 06 14 46 00 23 123 20 190 64 00 159 02 43 12 20 06 14 47 00 23 174 71 193 64 00 159 02 43 12 20 06 14 48 00 23 00 00 192 193 00 159 02 43 12 20 06 14 49 00 23 00 00 15 195 00 159 02 43 12 20 06 14 50 00 23 00 00 196 66 00 159 02 43 12 20 06 14 42 00 27 41 92 15 61 00 159 02 43 12 20 06 14 43 00 27 150 67 11 61 00 159 02 43 12 20 06 14 44 00 27 150 67 11 61 00 159 02 43 12 20 06 14 45 00 27 102 102 162 65 00 159 02 43 12 20 06 14 46 00 27 174 71 161 65 00 159 02 43 12 20 06 14 47 00 27 20 174 155 65 00 159 02 43 12 20 06 14 48 00 27 00 00 232 193 00 159 02 43 12 20 06 14 49 00 27 00 00 21 195 00 159 02 43 12 20 06 14 50 00 27 00 00 182 66 00 159 02 43 12 20 06 14 52 00 27 00 00 234 194 00 159 02 43 12 20 06 14 104 40 122 28 02 00 36 02 03 00 00 00 53 00 27 00 00 244 66 00 159 02 43 12 20 06 14 96 00 34 133 235 71 66 00 159 02 43 12 20 06 14 ;
2014.07.03  12:00:11.005;IEC104;Connect 17, 192.168.240.21:44380. Сервер. ;Состояние алгоритма;FORMAT_FC_U_TESTFR_ACT from server. Тайм-аут t3;
2014.07.03  12:00:11.005;IEC104;Connect 17, 192.168.240.21:44380. Сервер. ;Состояние алгоритма;Отправлено: 104 04 67 00 00 00 ;
2014.07.03  12:00:11.015;IEC104;Connect 17, 192.168.240.21:44380. Сервер. ;Состояние алгоритма;Получено: 104 04 131 00 00 00 ;
2014.07.03  12:00:11.016;IEC104;Connect 17, 192.168.240.21:44380. Сервер. ;Состояние алгоритма;FORMAT_FC_U_TESTFR_CON from client;
2014.07.03  12:00:11.921;IEC104;Connect 17, 192.168.240.21:44380. Сервер. ;Состояние алгоритма;Отправлено: 104 40 124 28 02 00 33 02 03 00 00 00 00 64 25 83 44 164 83 00 107 03 43 12 20 06 14 188 00 36 215 170 55 60 00 107 03 43 12 20 06 14 104 250 126 28 02 00 36 16 03 00 00 00 54 00 06 236 81 117 194 00 107 03 43 12 20 06 14 58 00 07 225 122 56 66 00 107 03 43 12 20 06 14 59 00 07 246 40 221 66 00 107 03 43 12 20 06 14 60 00 07 51 243 51 67 00 107 03 43 12 20 06 14 67 00 08 184 30 133 62 00 107 03 43 12 20 06 14 68 00 08 31 133 10 67 00 107 03 43 12 20 06 14 69 00 08 174 71 225 62 00 107 03 43 12 20 06 14 70 00 08 164 112 42 66 00 107 03 43 12 20 06 14 71 00 09 10 215 35 60 00 107 03 43 12 20 06 14 72 00 09 31 69 39 67 00 107 03 43 12 20 06 14 73 00 09 10 215 35 60 00 107 03 43 12 20 06 14 74 00 09 31 05 19 67 00 107 03 43 12 20 06 14 84 00 10 92 143 101 66 00 107 03 43 12 20 06 14 53 00 11 82 184 158 63 00 107 03 43 12 20 06 14 54 00 11 92 15 192 66 00 107 03 43 12 20 06 14 107 00 12 123 20 09 67 00 107 03 43 12 20 06 14 104 250 128 28 02 00 36 16 03 00 00 00 156 00 36 00 00 00 00 00 107 03 43 12 20 06 14 158 00 36 00 16 28 69 00 107 03 43 12 20 06 14 159 00 36 00 124 19 70 00 107 03 43 12 20 06 14 160 00 36 00 00 128 64 00 107 03 43 12 20 06 14 162 00 36 00 160 144 68 00 107 03 43 12 20 06 14 163 00 36 00 00 112 65 00 107 03 43 12 20 06 14 164 00 36 00 00 160 64 00 107 03 43 12 20 06 14 165 00 36 00 38 130 70 00 107 03 43 12 20 06 14 166 00 36 00 00 96 65 00 107 03 43 12 20 06 14 167 00 36 00 50 130 70 00 107 03 43 12 20 06 14 168 00 36 00 18 128 70 00 107 03 43 12 20 06 14 169 00 36 00 160 69 69 00 107 03 43 12 20 06 14 170 00 36 00 00 192 64 00 107 03 43 12 20 06 14 172 00 36 00 160 144 68 00 107 03 43 12 20 06 14 173 00 36 00 00 96 65 00 107 03 43 12 20 06 14 174 00 36 00 00 32 65 00 107 03 43 12 20 06 14 104 160 130 28 02 00 36 10 03 00 00 00 175 00 36 00 36 130 70 00 107 03 43 12 20 06 14 177 00 36 00 00 00 64 00 107 03 43 12 20 06 14 178 00 36 00 148 109 70 00 107 03 43 12 20 06 14 179 00 36 00 32 89 69 00 107 03 43 12 20 06 14 182 00 36 00 160 144 68 00 107 03 43 12 20 06 14 183 00 36 00 00 64 65 00 107 03 43 12 20 06 14 184 00 36 00 00 96 65 00 107 03 43 12 20 06 14 185 00 36 00 32 130 70 00 107 03 43 12 20 06 14 186 00 36 00 00 64 65 00 107 03 43 12 20 06 14 187 00 36 00 00 00 64 00 107 03 43 12 20 06 14 ;
2014.07.03  12:00:11.933;IEC104;Connect 17, 192.168.240.21:44380. Сервер. ;Состояние алгоритма;Получено: 104 04 01 00 132 28 ;
2014.07.03  12:00:12.927;IEC104;Connect 17, 192.168.240.21:44380. Сервер. ;Состояние алгоритма;Отправлено: 104 70 132 28 02 00 33 04 03 00 00 00 185 00 02 205 214 79 58 00 69 04 43 12 20 06 14 07 00 25 83 44 164 83 00 69 04 43 12 20 06 14 07 00 37 82 44 164 83 00 69 04 43 12 20 06 14 03 64 37 82 44 164 83 00 69 04 43 12 20 06 14 104 250 134 28 02 00 36 16 03 00 00 00 159 00 02 00 00 00 00 00 69 04 43 12 20 06 14 163 00 02 00 00 00 00 00 69 04 43 12 20 06 14 164 00 02 00 00 00 00 00 69 04 43 12 20 06 14 165 00 02 00 00 00 00 00 69 04 43 12 20 06 14 166 00 02 00 00 00 00 00 69 04 43 12 20 06 14 167 00 02 00 00 00 00 00 69 04 43 12 20 06 14 168 00 02 00 00 00 00 00 69 04 43 12 20 06 14 171 00 02 00 00 00 00 00 69 04 43 12 20 06 14 172 00 02 00 00 00 00 00 69 04 43 12 20 06 14 173 00 02 00 00 00 00 00 69 04 43 12 20 06 14 175 00 02 00 00 00 00 00 69 04 43 12 20 06 14 176 00 02 00 00 00 00 00 69 04 43 12 20 06 14 177 00 02 00 00 00 00 00 69 04 43 12 20 06 14 178 00 02 00 00 00 00 00 69 04 43 12 20 06 14 179 00 02 00 00 00 00 00 69 04 43 12 20 06 14 180 00 02 00 00 00 00 00 69 04 43 12 20 06 14 104 250 136 28 02 00 36 16 03 00 00 00 181 00 02 00 00 00 00 00 69 04 43 12 20 06 14 182 00 02 00 00 00 00 00 69 04 43 12 20 06 14 184 00 02 00 00 00 00 00 69 04 43 12 20 06 14 55 00 06 00 00 221 66 00 69 04 43 12 20 06 14 56 00 06 10 215 163 60 00 69 04 43 12 20 06 14 71 00 08 10 215 35 60 00 69 04 43 12 20 06 14 72 00 08 00 128 13 67 00 69 04 43 12 20 06 14 75 00 09 82 184 254 63 00 69 04 43 12 20 06 14 76 00 09 215 163 224 192 00 69 04 43 12 20 06 14 86 00 10 61 10 87 62 00 69 04 43 12 20 06 14 87 00 10 143 194 00 66 00 69 04 43 12 20 06 14 42 00 25 111 18 03 59 00 69 04 43 12 20 06 14 44 00 25 111 18 131 58 00 69 04 43 12 20 06 14 45 00 25 133 235 171 65 00 69 04 43 12 20 06 14 46 00 25 205 204 170 65 00 69 04 43 12 20 06 14 47 00 25 133 235 171 65 00 69 04 43 12 20 06 14 104 130 138 28 02 00 36 08 03 00 00 00 48 00 25 00 00 32 194 00 69 04 43 12 20 06 14 49 00 25 00 00 22 195 00 69 04 43 12 20 06 14 50 00 25 00 00 180 66 00 69 04 43 12 20 06 14 52 00 25 00 00 234 194 00 69 04 43 12 20 06 14 53 00 25 00 00 246 66 00 69 04 43 12 20 06 14 93 00 37 41 92 211 66 00 69 04 43 12 20 06 14 94 00 37 72 97 210 66 00 69 04 43 12 20 06 14 95 00 37 92 143 66 62 00 69 04 43 12 20 06 14 ;
2014.07.03  12:00:13.933;IEC104;Connect 17, 192.168.240.21:44380. Сервер. ;Состояние алгоритма;Отправлено: 104 115 140 28 02 00 33 07 03 00 00 00 07 00 00 85 44 164 83 00 32 05 43 12 20 06 14 12 00 00 192 02 00 00 00 32 05 43 12 20 06 14 45 00 00 192 02 00 00 00 32 05 43 12 20 06 14 160 00 03 205 214 79 58 00 32 05 43 12 20 06 14 185 00 04 205 214 79 58 00 32 05 43 12 20 06 14 07 00 36 83 44 164 83 00 32 05 43 12 20 06 14 03 64 36 83 44 164 83 00 32 05 43 12 20 06 14 104 250 142 28 02 00 36 16 03 00 00 00 131 00 03 00 00 00 00 00 32 05 43 12 20 06 14 132 00 03 00 00 00 00 00 32 05 43 12 20 06 14 133 00 03 00 180 99 198 00 32 05 43 12 20 06 14 134 00 03 00 40 35 70 00 32 05 43 12 20 06 14 135 00 03 00 00 00 00 00 32 05 43 12 20 06 14 136 00 03 00 00 00 00 00 32 05 43 12 20 06 14 137 00 03 00 00 00 00 00 32 05 43 12 20 06 14 138 00 03 00 00 00 00 00 32 05 43 12 20 06 14 139 00 03 00 00 00 00 00 32 05 43 12 20 06 14 140 00 03 00 00 00 00 00 32 05 43 12 20 06 14 141 00 03 00 00 00 00 00 32 05 43 12 20 06 14 142 00 03 00 00 00 00 00 32 05 43 12 20 06 14 143 00 03 00 00 00 00 00 32 05 43 12 20 06 14 144 00 03 00 00 00 00 00 32 05 43 12 20 06 14 145 00 03 00 00 00 00 00 32 05 43 12 20 06 14 146 00 03 00 00 00 00 00 32 05 43 12 20 06 14 104 250 144 28 02 00 36 16 03 00 00 00 147 00 03 00 00 00 00 00 32 05 43 12 20 06 14 148 00 03 00 00 00 00 00 32 05 43 12 20 06 14 149 00 03 00 00 00 00 00 32 05 43 12 20 06 14 150 00 03 00 00 00 00 00 32 05 43 12 20 06 14 151 00 03 00 00 00 00 00 32 05 43 12 20 06 14 152 00 03 00 00 00 00 00 32 05 43 12 20 06 14 153 00 03 00 00 00 00 00 32 05 43 12 20 06 14 154 00 03 00 00 00 00 00 32 05 43 12 20 06 14 155 00 03 00 00 00 00 00 32 05 43 12 20 06 14 156 00 03 00 00 00 00 00 32 05 43 12 20 06 14 157 00 03 00 00 00 00 00 32 05 43 12 20 06 14 158 00 03 00 00 00 00 00 32 05 43 12 20 06 14 159 00 03 00 00 00 00 00 32 05 43 12 20 06 14 158 00 04 00 00 00 00 00 32 05 43 12 20 06 14 159 00 04 00 00 00 00 00 32 05 43 12 20 06 14 163 00 04 00 00 00 00 00 32 05 43 12 20 06 14 104 250 146 28 02 00 36 16 03 00 00 00 164 00 04 00 00 00 00 00 32 05 43 12 20 06 14 166 00 04 00 00 00 00 00 32 05 43 12 20 06 14 168 00 04 00 00 00 00 00 32 05 43 12 20 06 14 173 00 04 00 00 00 00 00 32 05 43 12 20 06 14 175 00 04 00 00 00 00 00 32 05 43 12 20 06 14 176 00 04 00 00 00 00 00 32 05 43 12 20 06 14 178 00 04 00 00 00 00 00 32 05 43 12 20 06 14 179 00 04 00 00 00 00 00 32 05 43 12 20 06 14 74 00 08 225 122 46 67 00 32 05 43 12 20 06 14 75 00 08 00 00 00 64 00 32 05 43 12 20 06 14 76 00 08 72 225 162 192 00 32 05 43 12 20 06 14 77 00 09 143 66 212 66 00 32 05 43 12 20 06 14 78 00 09 236 81 180 194 00 32 05 43 12 20 06 14 55 00 11 20 174 220 66 00 32 05 43 12 20 06 14 93 00 36 00 00 200 66 00 32 05 43 12 20 06 14 94 00 36 113 61 199 66 00 32 05 43 12 20 06 14 104 250 148 28 02 00 36 16 03 00 00 00 95 00 36 174 71 225 61 00 32 05 43 12 20 06 14 101 00 36 00 00 72 66 00 32 05 43 12 20 06 14 158 00 38 00 80 23 197 00 32 05 43 12 20 06 14 159 00 38 00 28 61 70 00 32 05 43 12 20 06 14 160 00 38 00 00 32 193 00 32 05 43 12 20 06 14 162 00 38 00 80 19 69 00 32 05 43 12 20 06 14 163 00 38 00 00 28 66 00 32 05 43 12 20 06 14 164 00 38 00 42 130 70 00 32 05 43 12 20 06 14 165 00 38 00 198 129 70 00 32 05 43 12 20 06 14 167 00 38 00 38 130 70 00 32 05 43 12 20 06 14 168 00 38 00 168 106 70 00 32 05 43 12 20 06 14 169 00 38 00 112 67 69 00 32 05 43 12 20 06 14 170 00 38 00 36 130 70 00 32 05 43 12 20 06 14 172 00 38 00 80 19 69 00 32 05 43 12 20 06 14 173 00 38 00 00 00 66 00 32 05 43 12 20 06 14 174 00 38 00 00 96 65 00 32 05 43 12 20 06 14 104 145 150 28 02 00 36 09 03 00 00 00 175 00 38 00 198 129 70 00 32 05 43 12 20 06 14 177 00 38 00 44 130 70 00 32 05 43 12 20 06 14 178 00 38 00 04 99 70 00 32 05 43 12 20 06 14 179 00 38 00 112 65 69 00 32 05 43 12 20 06 14 180 00 38 00 38 130 70 00 32 05 43 12 20 06 14 182 00 38 00 80 19 69 00 32 05 43 12 20 06 14 183 00 38 00 00 168 65 00 32 05 43 12 20 06 14 184 00 38 00 00 200 65 00 32 05 43 12 20 06 14 185 00 38 00 196 129 70 00 32 05 43 12 20 06 14 ;
2014.07.03  12:00:13.948;IEC104;Connect 17, 192.168.240.21:44380. Сервер. ;Состояние алгоритма;Получено: 104 04 01 00 152 28 ;
2014.07.03  12:00:14.940;IEC104;Connect 17, 192.168.240.21:44380. Сервер. ;Состояние алгоритма;Отправлено: 104 40 152 28 02 00 33 02 03 00 00 00 160 00 05 205 214 79 58 00 198 06 43 12 20 06 14 00 64 27 86 44 164 83 00 198 06 43 12 20 06 14 104 250 154 28 02 00 36 16 03 00 00 00 129 00 05 00 00 00 00 00 198 06 43 12 20 06 14 131 00 05 00 00 00 00 00 198 06 43 12 20 06 14 132 00 05 00 00 00 00 00 198 06 43 12 20 06 14 133 00 05 00 180 99 198 00 198 06 43 12 20 06 14 134 00 05 00 40 35 70 00 198 06 43 12 20 06 14 135 00 05 00 00 00 00 00 198 06 43 12 20 06 14 136 00 05 00 00 00 00 00 198 06 43 12 20 06 14 137 00 05 00 00 00 00 00 198 06 43 12 20 06 14 138 00 05 00 00 00 00 00 198 06 43 12 20 06 14 139 00 05 00 00 00 00 00 198 06 43 12 20 06 14 140 00 05 00 00 00 00 00 198 06 43 12 20 06 14 141 00 05 00 00 00 00 00 198 06 43 12 20 06 14 142 00 05 00 00 00 00 00 198 06 43 12 20 06 14 143 00 05 00 00 00 00 00 198 06 43 12 20 06 14 144 00 05 00 00 00 00 00 198 06 43 12 20 06 14 145 00 05 00 00 00 00 00 198 06 43 12 20 06 14 104 250 156 28 02 00 36 16 03 00 00 00 146 00 05 00 00 00 00 00 198 06 43 12 20 06 14 147 00 05 00 00 00 00 00 198 06 43 12 20 06 14 148 00 05 00 00 00 00 00 198 06 43 12 20 06 14 149 00 05 00 00 00 00 00 198 06 43 12 20 06 14 150 00 05 00 00 00 00 00 198 06 43 12 20 06 14 151 00 05 00 00 00 00 00 198 06 43 12 20 06 14 152 00 05 00 00 00 00 00 198 06 43 12 20 06 14 153 00 05 00 00 00 00 00 198 06 43 12 20 06 14 154 00 05 00 00 00 00 00 198 06 43 12 20 06 14 155 00 05 00 00 00 00 00 198 06 43 12 20 06 14 156 00 05 00 00 00 00 00 198 06 43 12 20 06 14 157 00 05 00 00 00 00 00 198 06 43 12 20 06 14 158 00 05 00 00 00 00 00 198 06 43 12 20 06 14 159 00 05 00 00 00 00 00 198 06 43 12 20 06 14 58 00 06 00 00 162 65 00 198 06 43 12 20 06 14 79 00 09 92 143 217 66 00 198 06 43 12 20 06 14 104 40 158 28 02 00 36 02 03 00 00 00 80 00 09 154 153 239 65 00 198 06 43 12 20 06 14 89 00 10 31 133 27 67 00 198 06 43 12 20 06 14 ;
2014.07.03  12:00:15.947;IEC104;Connect 17, 192.168.240.21:44380. Сервер. ;Состояние алгоритма;Отправлено: 104 115 160 28 02 00 33 07 03 00 00 00 07 00 02 83 44 164 83 00 145 07 43 12 20 06 14 03 64 02 83 44 164 83 00 145 07 43 12 20 06 14 07 00 03 83 44 164 83 00 145 07 43 12 20 06 14 03 64 03 83 44 164 83 00 145 07 43 12 20 06 14 07 00 27 86 44 164 83 00 145 07 43 12 20 06 14 07 00 38 83 44 164 83 00 145 07 43 12 20 06 14 03 64 38 83 44 164 83 00 145 07 43 12 20 06 14 104 250 162 28 02 00 36 16 03 00 00 00 89 00 02 246 40 21 66 00 145 07 43 12 20 06 14 90 00 02 20 174 25 66 00 145 07 43 12 20 06 14 93 00 02 41 220 199 66 00 145 07 43 12 20 06 14 94 00 02 72 225 198 66 00 145 07 43 12 20 06 14 96 00 02 123 20 46 62 00 145 07 43 12 20 06 14 73 00 03 92 169 187 69 00 145 07 43 12 20 06 14 74 00 03 10 09 190 69 00 145 07 43 12 20 06 14 75 00 03 102 48 188 69 00 145 07 43 12 20 06 14 76 00 03 31 133 56 66 00 145 07 43 12 20 06 14 77 00 03 113 61 87 66 00 145 07 43 12 20 06 14 78 00 03 184 222 93 67 00 145 07 43 12 20 06 14 79 00 03 143 194 149 65 00 145 07 43 12 20 06 14 59 00 06 205 76 221 66 00 145 07 43 12 20 06 14 77 00 08 133 235 216 66 00 145 07 43 12 20 06 14 78 00 08 102 102 180 194 00 145 07 43 12 20 06 14 79 00 08 102 102 217 66 00 145 07 43 12 20 06 14 104 220 164 28 02 00 36 14 03 00 00 00 80 00 08 184 30 239 65 00 145 07 43 12 20 06 14 81 00 09 164 112 216 66 00 145 07 43 12 20 06 14 82 00 09 82 56 180 194 00 145 07 43 12 20 06 14 58 00 11 195 245 219 194 00 145 07 43 12 20 06 14 42 00 27 150 67 11 61 00 145 07 43 12 20 06 14 44 00 27 41 92 15 61 00 145 07 43 12 20 06 14 45 00 27 154 153 159 65 00 145 07 43 12 20 06 14 46 00 27 195 245 162 65 00 145 07 43 12 20 06 14 47 00 27 113 61 156 65 00 145 07 43 12 20 06 14 48 00 27 00 00 240 193 00 145 07 43 12 20 06 14 49 00 27 00 00 20 195 00 145 07 43 12 20 06 14 93 00 38 41 92 211 66 00 145 07 43 12 20 06 14 95 00 38 123 20 46 62 00 145 07 43 12 20 06 14 101 00 38 00 00 72 66 00 145 07 43 12 20 06 14 ;
