Время;Расположение источника;Источик;Тип сообщения;Комментарий;
2014.07.03  11:44:04.400;IEC104;Connect 17, 192.168.240.21:44380. Сервер. ;Состояние алгоритма;Отправлено: 104 85 90 09 02 00 33 05 03 00 00 00 07 00 02 98 43 164 83 00 03 02 39 12 20 06 14 03 64 02 98 43 164 83 00 03 02 39 12 20 06 14 07 00 03 98 43 164 83 00 03 02 39 12 20 06 14 03 64 03 98 43 164 83 00 03 02 39 12 20 06 14 07 00 40 100 43 164 83 00 03 02 39 12 20 06 14 104 250 92 09 02 00 36 16 03 00 00 00 93 00 02 246 168 200 66 00 03 02 39 12 20 06 14 94 00 02 154 153 199 66 00 03 02 39 12 20 06 14 73 00 03 00 66 188 69 00 03 02 39 12 20 06 14 74 00 03 174 211 190 69 00 03 02 39 12 20 06 14 75 00 03 61 192 188 69 00 03 02 39 12 20 06 14 77 00 03 143 194 91 66 00 03 02 39 12 20 06 14 78 00 03 184 30 98 67 00 03 02 39 12 20 06 14 79 00 03 246 40 176 65 00 03 02 39 12 20 06 14 74 00 06 174 71 163 193 00 03 02 39 12 20 06 14 47 00 07 195 245 122 66 00 03 02 39 12 20 06 14 48 00 07 133 235 240 194 00 03 02 39 12 20 06 14 55 00 08 20 174 221 66 00 03 02 39 12 20 06 14 56 00 08 10 215 35 61 00 03 02 39 12 20 06 14 54 00 12 82 56 247 66 00 03 02 39 12 20 06 14 58 00 13 236 81 212 65 00 03 02 39 12 20 06 14 59 00 13 195 245 221 66 00 03 02 39 12 20 06 14 104 25 94 09 02 00 36 01 03 00 00 00 60 00 13 51 243 51 67 00 03 02 39 12 20 06 14 ;
2014.07.03  11:44:04.410;IEC104;Connect 17, 192.168.240.21:44380. Сервер. ;Состояние алгоритма;Получено: 104 04 01 00 96 09 ;
2014.07.03  11:44:05.406;IEC104;Connect 17, 192.168.240.21:44380. Сервер. ;Состояние алгоритма;Отправлено: 104 70 96 09 02 00 33 04 03 00 00 00 07 00 04 102 43 164 83 00 153 03 39 12 20 06 14 03 64 04 102 43 164 83 00 153 03 39 12 20 06 14 07 00 05 98 43 164 83 00 153 03 39 12 20 06 14 03 64 05 98 43 164 83 00 153 03 39 12 20 06 14 104 250 98 09 02 00 36 16 03 00 00 00 93 00 04 215 35 212 66 00 169 03 39 12 20 06 14 94 00 04 154 25 211 66 00 169 03 39 12 20 06 14 73 00 05 113 203 189 69 00 169 03 39 12 20 06 14 74 00 05 246 176 189 69 00 169 03 39 12 20 06 14 75 00 05 00 12 190 69 00 169 03 39 12 20 06 14 76 00 05 00 00 136 64 00 169 03 39 12 20 06 14 77 00 05 31 133 55 66 00 169 03 39 12 20 06 14 78 00 05 20 238 57 67 00 169 03 39 12 20 06 14 79 00 05 143 194 149 65 00 169 03 39 12 20 06 14 50 00 07 20 174 103 66 00 169 03 39 12 20 06 14 52 00 07 215 35 240 66 00 169 03 39 12 20 06 14 58 00 08 184 30 133 62 00 169 03 39 12 20 06 14 44 00 10 154 25 191 66 00 169 03 39 12 20 06 14 73 00 11 205 204 76 61 00 169 03 39 12 20 06 14 74 00 11 164 240 233 194 00 169 03 39 12 20 06 14 55 00 12 184 158 211 66 00 169 03 39 12 20 06 14 104 250 100 09 02 00 36 16 03 00 00 00 56 00 12 00 00 240 65 00 169 03 39 12 20 06 14 62 00 13 205 204 222 65 00 169 03 39 12 20 06 14 151 00 34 00 00 64 65 00 169 03 39 12 20 06 14 153 00 34 00 64 19 68 00 169 03 39 12 20 06 14 155 00 34 00 176 06 69 00 169 03 39 12 20 06 14 156 00 34 00 00 80 65 00 169 03 39 12 20 06 14 157 00 34 00 00 48 65 00 169 03 39 12 20 06 14 159 00 34 00 00 64 65 00 169 03 39 12 20 06 14 160 00 34 00 128 132 67 00 169 03 39 12 20 06 14 161 00 34 00 00 48 65 00 169 03 39 12 20 06 14 162 00 34 00 00 80 65 00 169 03 39 12 20 06 14 163 00 34 00 00 136 67 00 169 03 39 12 20 06 14 165 00 34 00 176 06 69 00 169 03 39 12 20 06 14 167 00 34 00 00 48 65 00 169 03 39 12 20 06 14 169 00 34 00 00 96 65 00 169 03 39 12 20 06 14 170 00 34 00 00 137 67 00 169 03 39 12 20 06 14 ;
2014.07.03  11:44:06.416;IEC104;Connect 17, 192.168.240.21:44380. Сервер. ;Состояние алгоритма;Отправлено: 104 40 102 09 02 00 33 02 03 00 00 00 07 00 36 99 43 164 83 00 116 04 39 12 20 06 14 03 64 36 99 43 164 83 00 116 04 39 12 20 06 14 104 190 104 09 02 00 36 12 03 00 00 00 75 00 06 41 92 239 63 00 116 04 39 12 20 06 14 76 00 06 143 194 213 191 00 116 04 39 12 20 06 14 54 00 07 113 61 123 194 00 116 04 39 12 20 06 14 59 00 08 00 00 222 66 00 116 04 39 12 20 06 14 60 00 08 195 245 51 67 00 116 04 39 12 20 06 14 62 00 08 113 189 176 194 00 116 04 39 12 20 06 14 46 00 10 41 92 182 194 00 116 04 39 12 20 06 14 75 00 11 123 20 238 63 00 116 04 39 12 20 06 14 76 00 11 174 71 241 192 00 116 04 39 12 20 06 14 64 00 13 174 71 225 189 00 116 04 39 12 20 06 14 93 00 36 51 179 200 66 00 116 04 39 12 20 06 14 94 00 36 82 184 199 66 00 116 04 39 12 20 06 14 ;
2014.07.03  11:44:07.417;IEC104;Connect 17, 192.168.240.21:44380. Сервер. ;Состояние алгоритма;Отправлено: 104 85 106 09 02 00 33 05 03 00 00 00 07 00 00 101 43 164 83 00 63 05 39 12 20 06 14 12 00 00 208 01 00 00 00 63 05 39 12 20 06 14 45 00 00 208 01 00 00 00 63 05 39 12 20 06 14 07 00 38 99 43 164 83 00 63 05 39 12 20 06 14 03 64 38 99 43 164 83 00 63 05 39 12 20 06 14 104 250 108 09 02 00 36 16 03 00 00 00 78 00 06 236 17 27 195 00 79 05 39 12 20 06 14 55 00 07 133 235 221 66 00 79 05 39 12 20 06 14 56 00 07 10 215 163 188 00 79 05 39 12 20 06 14 63 00 08 41 92 123 66 00 79 05 39 12 20 06 14 64 00 08 10 215 163 188 00 79 05 39 12 20 06 14 48 00 10 102 102 16 195 00 79 05 39 12 20 06 14 57 00 12 174 71 210 66 00 79 05 39 12 20 06 14 58 00 12 143 66 180 194 00 79 05 39 12 20 06 14 65 00 13 164 112 189 62 00 79 05 39 12 20 06 14 66 00 13 92 143 162 65 00 79 05 39 12 20 06 14 158 00 37 00 12 70 198 00 79 05 39 12 20 06 14 159 00 37 00 80 05 70 00 79 05 39 12 20 06 14 160 00 37 00 00 48 65 00 79 05 39 12 20 06 14 162 00 37 00 208 06 69 00 79 05 39 12 20 06 14 163 00 37 00 00 48 65 00 79 05 39 12 20 06 14 164 00 37 00 00 96 65 00 79 05 39 12 20 06 14 104 250 110 09 02 00 36 16 03 00 00 00 165 00 37 00 00 32 65 00 79 05 39 12 20 06 14 166 00 37 00 00 80 65 00 79 05 39 12 20 06 14 168 00 37 00 40 80 70 00 79 05 39 12 20 06 14 169 00 37 00 224 210 68 00 79 05 39 12 20 06 14 170 00 37 00 00 48 65 00 79 05 39 12 20 06 14 172 00 37 00 208 06 69 00 79 05 39 12 20 06 14 173 00 37 00 00 64 65 00 79 05 39 12 20 06 14 174 00 37 00 00 32 65 00 79 05 39 12 20 06 14 175 00 37 00 00 32 65 00 79 05 39 12 20 06 14 176 00 37 00 00 80 65 00 79 05 39 12 20 06 14 177 00 37 00 00 32 65 00 79 05 39 12 20 06 14 178 00 37 00 208 83 70 00 79 05 39 12 20 06 14 179 00 37 00 128 130 68 00 79 05 39 12 20 06 14 182 00 37 00 208 06 69 00 79 05 39 12 20 06 14 183 00 37 00 00 64 65 00 79 05 39 12 20 06 14 184 00 37 00 00 64 65 00 79 05 39 12 20 06 14 104 85 112 09 02 00 36 05 03 00 00 00 185 00 37 00 00 48 65 00 79 05 39 12 20 06 14 187 00 37 00 00 48 65 00 79 05 39 12 20 06 14 93 00 38 246 40 212 66 00 79 05 39 12 20 06 14 94 00 38 00 00 211 66 00 79 05 39 12 20 06 14 101 00 38 133 235 71 66 00 79 05 39 12 20 06 14 ;
2014.07.03  11:44:08.421;IEC104;Connect 17, 192.168.240.21:44380. Сервер. ;Состояние алгоритма;Отправлено: 104 85 114 09 02 00 33 05 03 00 00 00 185 00 02 177 155 153 86 00 26 06 39 12 20 06 14 07 00 34 99 43 164 83 00 26 06 39 12 20 06 14 03 64 34 99 43 164 83 00 26 06 39 12 20 06 14 07 00 37 99 43 164 83 00 26 06 39 12 20 06 14 03 64 37 99 43 164 83 00 26 06 39 12 20 06 14 104 250 116 09 02 00 36 16 03 00 00 00 157 00 02 00 00 192 255 00 26 06 39 12 20 06 14 159 00 02 00 216 159 70 00 26 06 39 12 20 06 14 160 00 02 00 12 173 198 00 26 06 39 12 20 06 14 163 00 02 00 00 27 67 00 26 06 39 12 20 06 14 164 00 02 00 00 48 65 00 26 06 39 12 20 06 14 165 00 02 00 38 130 70 00 26 06 39 12 20 06 14 166 00 02 00 00 00 66 00 26 06 39 12 20 06 14 168 00 02 00 254 128 70 00 26 06 39 12 20 06 14 169 00 02 00 24 191 69 00 26 06 39 12 20 06 14 170 00 02 00 188 56 70 00 26 06 39 12 20 06 14 173 00 02 00 00 27 67 00 26 06 39 12 20 06 14 174 00 02 00 00 168 65 00 26 06 39 12 20 06 14 175 00 02 00 32 130 70 00 26 06 39 12 20 06 14 176 00 02 00 00 00 66 00 26 06 39 12 20 06 14 177 00 02 00 00 128 65 00 26 06 39 12 20 06 14 178 00 02 00 160 129 70 00 26 06 39 12 20 06 14 104 250 118 09 02 00 36 16 03 00 00 00 179 00 02 00 56 204 69 00 26 06 39 12 20 06 14 180 00 02 00 108 79 70 00 26 06 39 12 20 06 14 181 00 02 00 00 112 65 00 26 06 39 12 20 06 14 183 00 02 00 00 27 67 00 26 06 39 12 20 06 14 184 00 02 00 00 184 65 00 26 06 39 12 20 06 14 58 00 07 00 00 00 00 00 26 06 39 12 20 06 14 65 00 08 10 215 35 62 00 26 06 39 12 20 06 14 66 00 08 236 81 08 66 00 26 06 39 12 20 06 14 67 00 08 174 71 97 62 00 26 06 39 12 20 06 14 68 00 08 246 232 05 67 00 26 06 39 12 20 06 14 77 00 11 205 204 204 61 00 26 06 39 12 20 06 14 78 00 11 154 89 34 195 00 26 06 39 12 20 06 14 59 00 12 82 56 210 66 00 26 06 39 12 20 06 14 67 00 13 10 215 35 62 00 26 06 39 12 20 06 14 68 00 13 92 143 16 67 00 26 06 39 12 20 06 14 90 00 34 61 10 07 64 00 26 06 39 12 20 06 14 104 70 120 09 02 00 36 04 03 00 00 00 96 00 34 133 235 71 66 00 26 06 39 12 20 06 14 93 00 37 92 15 212 66 00 26 06 39 12 20 06 14 94 00 37 164 240 210 66 00 26 06 39 12 20 06 14 101 00 37 133 235 71 66 00 26 06 39 12 20 06 14 ;
2014.07.03  11:44:08.432;IEC104;Connect 17, 192.168.240.21:44380. Сервер. ;Состояние алгоритма;Получено: 104 04 01 00 116 09 ;
2014.07.03  11:44:09.423;IEC104;Connect 17, 192.168.240.21:44380. Сервер. ;Состояние алгоритма;Отправлено: 104 25 122 09 02 00 33 01 03 00 00 00 185 00 04 185 116 193 212 00 229 06 39 12 20 06 14 104 250 124 09 02 00 36 16 03 00 00 00 159 00 04 00 176 85 197 00 245 06 39 12 20 06 14 160 00 04 00 72 163 198 00 245 06 39 12 20 06 14 161 00 04 00 00 144 65 00 245 06 39 12 20 06 14 163 00 04 00 00 27 67 00 245 06 39 12 20 06 14 164 00 04 00 00 00 64 00 245 06 39 12 20 06 14 165 00 04 00 00 136 65 00 245 06 39 12 20 06 14 166 00 04 00 00 128 65 00 245 06 39 12 20 06 14 167 00 04 00 00 48 65 00 245 06 39 12 20 06 14 169 00 04 00 96 154 68 00 245 06 39 12 20 06 14 170 00 04 00 112 33 70 00 245 06 39 12 20 06 14 171 00 04 00 00 64 65 00 245 06 39 12 20 06 14 173 00 04 00 00 27 67 00 245 06 39 12 20 06 14 174 00 04 00 00 00 64 00 245 06 39 12 20 06 14 175 00 04 00 00 112 65 00 245 06 39 12 20 06 14 176 00 04 00 00 168 65 00 245 06 39 12 20 06 14 177 00 04 00 00 112 65 00 245 06 39 12 20 06 14 104 100 126 09 02 00 36 06 03 00 00 00 178 00 04 00 128 147 67 00 245 06 39 12 20 06 14 179 00 04 00 192 32 69 00 245 06 39 12 20 06 14 180 00 04 00 28 34 70 00 245 06 39 12 20 06 14 181 00 04 00 00 32 65 00 245 06 39 12 20 06 14 183 00 04 00 00 27 67 00 245 06 39 12 20 06 14 184 00 04 00 00 128 64 00 245 06 39 12 20 06 14 ;
2014.07.03  11:44:10.428;IEC104;Connect 17, 192.168.240.21:44380. Сервер. ;Состояние алгоритма;Отправлено: 104 130 128 09 02 00 36 08 03 00 00 00 79 00 06 205 76 218 66 00 208 07 39 12 20 06 14 80 00 06 205 204 236 65 00 208 07 39 12 20 06 14 70 00 08 00 00 28 66 00 208 07 39 12 20 06 14 50 00 10 113 61 234 65 00 208 07 39 12 20 06 14 79 00 11 164 112 218 66 00 208 07 39 12 20 06 14 80 00 11 102 102 238 65 00 208 07 39 12 20 06 14 69 00 13 61 10 215 62 00 208 07 39 12 20 06 14 70 00 13 133 235 201 193 00 208 07 39 12 20 06 14 ;
2014.07.03  11:44:11.001;IEC104;Connect 17, 192.168.240.21:44380. Сервер. ;Состояние алгоритма;FORMAT_FC_U_TESTFR_ACT from server. Тайм-аут t3;
2014.07.03  11:44:11.001;IEC104;Connect 17, 192.168.240.21:44380. Сервер. ;Состояние алгоритма;Отправлено: 104 04 67 00 00 00 ;
2014.07.03  11:44:11.011;IEC104;Connect 17, 192.168.240.21:44380. Сервер. ;Состояние алгоритма;Получено: 104 04 131 00 00 00 ;
2014.07.03  11:44:11.011;IEC104;Connect 17, 192.168.240.21:44380. Сервер. ;Состояние алгоритма;FORMAT_FC_U_TESTFR_CON from client;
2014.07.03  11:44:11.430;IEC104;Connect 17, 192.168.240.21:44380. Сервер. ;Состояние алгоритма;Отправлено: 104 40 130 09 02 00 33 02 03 00 00 00 07 00 09 102 43 164 83 00 155 08 39 12 20 06 14 02 64 09 102 43 164 83 00 155 08 39 12 20 06 14 104 175 132 09 02 00 36 11 03 00 00 00 81 00 06 215 35 216 66 00 155 08 39 12 20 06 14 82 00 06 164 112 180 194 00 155 08 39 12 20 06 14 59 00 07 164 240 221 66 00 155 08 39 12 20 06 14 60 00 07 82 248 51 67 00 155 08 39 12 20 06 14 71 00 08 143 194 245 60 00 155 08 39 12 20 06 14 72 00 08 51 51 244 66 00 155 08 39 12 20 06 14 74 00 08 174 07 46 195 00 155 08 39 12 20 06 14 52 00 10 225 122 192 193 00 155 08 39 12 20 06 14 81 00 11 205 76 217 66 00 155 08 39 12 20 06 14 82 00 11 143 66 180 194 00 155 08 39 12 20 06 14 62 00 12 61 138 226 194 00 155 08 39 12 20 06 14 ;
2014.07.03  11:44:12.433;IEC104;Connect 17, 192.168.240.21:44380. Сервер. ;Состояние алгоритма;Отправлено: 104 130 134 09 02 00 33 08 03 00 00 00 07 00 00 102 43 164 83 00 102 09 39 12 20 06 14 12 00 00 209 01 00 00 00 102 09 39 12 20 06 14 45 00 00 209 01 00 00 00 102 09 39 12 20 06 14 07 00 02 101 43 164 83 00 102 09 39 12 20 06 14 03 64 02 101 43 164 83 00 102 09 39 12 20 06 14 07 00 03 101 43 164 83 00 102 09 39 12 20 06 14 03 64 03 101 43 164 83 00 102 09 39 12 20 06 14 00 64 18 101 43 164 83 00 102 09 39 12 20 06 14 104 250 136 09 02 00 36 16 03 00 00 00 93 00 02 82 184 200 66 00 117 09 39 12 20 06 14 96 00 02 92 143 66 62 00 117 09 39 12 20 06 14 101 00 02 133 235 71 66 00 117 09 39 12 20 06 14 73 00 03 51 101 188 69 00 117 09 39 12 20 06 14 74 00 03 31 235 190 69 00 117 09 39 12 20 06 14 75 00 03 246 206 188 69 00 117 09 39 12 20 06 14 76 00 03 113 61 54 66 00 117 09 39 12 20 06 14 77 00 03 31 133 89 66 00 117 09 39 12 20 06 14 78 00 03 113 253 96 67 00 117 09 39 12 20 06 14 79 00 03 51 51 173 65 00 117 09 39 12 20 06 14 83 00 06 20 174 217 66 00 117 09 39 12 20 06 14 84 00 06 184 30 22 67 00 117 09 39 12 20 06 14 75 00 08 174 71 01 64 00 117 09 39 12 20 06 14 76 00 08 225 122 172 192 00 117 09 39 12 20 06 14 43 00 09 10 215 123 66 00 117 09 39 12 20 06 14 64 00 12 205 140 17 67 00 117 09 39 12 20 06 14 104 25 138 09 02 00 36 01 03 00 00 00 72 00 13 72 225 06 66 00 117 09 39 12 20 06 14 ;
2014.07.03  11:44:12.444;IEC104;Connect 17, 192.168.240.21:44380. Сервер. ;Состояние алгоритма;Получено: 104 04 01 00 136 09 ;
2014.07.03  11:44:13.443;IEC104;Connect 17, 192.168.240.21:44380. Сервер. ;Состояние алгоритма;Отправлено: 104 100 140 09 02 00 33 06 03 00 00 00 07 00 04 103 43 164 83 00 65 10 39 12 20 06 14 03 64 04 103 43 164 83 00 65 10 39 12 20 06 14 07 00 05 101 43 164 83 00 65 10 39 12 20 06 14 03 64 05 101 43 164 83 00 65 10 39 12 20 06 14 07 00 36 101 43 164 83 00 65 10 39 12 20 06 14 03 64 36 101 43 164 83 00 65 10 39 12 20 06 14 104 250 142 09 02 00 36 16 03 00 00 00 93 00 04 20 46 212 66 00 80 10 39 12 20 06 14 94 00 04 215 35 211 66 00 80 10 39 12 20 06 14 101 00 04 133 235 71 66 00 80 10 39 12 20 06 14 73 00 05 174 191 189 69 00 80 10 39 12 20 06 14 74 00 05 20 174 189 69 00 80 10 39 12 20 06 14 77 00 05 205 204 57 66 00 80 10 39 12 20 06 14 78 00 05 92 15 59 67 00 80 10 39 12 20 06 14 77 00 08 20 174 217 66 00 80 10 39 12 20 06 14 78 00 08 61 138 180 194 00 80 10 39 12 20 06 14 79 00 08 215 35 218 66 00 80 10 39 12 20 06 14 80 00 08 82 184 238 65 00 80 10 39 12 20 06 14 46 00 09 246 40 47 66 00 80 10 39 12 20 06 14 54 00 10 184 30 19 67 00 80 10 39 12 20 06 14 83 00 11 236 209 217 66 00 80 10 39 12 20 06 14 84 00 11 205 12 22 67 00 80 10 39 12 20 06 14 65 00 12 123 20 110 63 00 80 10 39 12 20 06 14 104 250 144 09 02 00 36 16 03 00 00 00 66 00 12 82 184 206 64 00 80 10 39 12 20 06 14 74 00 13 164 112 13 66 00 80 10 39 12 20 06 14 43 00 17 00 00 00 64 00 80 10 39 12 20 06 14 151 00 34 00 00 32 65 00 80 10 39 12 20 06 14 152 00 34 00 00 80 65 00 80 10 39 12 20 06 14 153 00 34 00 00 163 67 00 80 10 39 12 20 06 14 155 00 34 00 00 27 67 00 80 10 39 12 20 06 14 156 00 34 00 00 64 65 00 80 10 39 12 20 06 14 158 00 34 00 00 32 65 00 80 10 39 12 20 06 14 159 00 34 00 00 96 65 00 80 10 39 12 20 06 14 160 00 34 00 00 30 67 00 80 10 39 12 20 06 14 161 00 34 00 00 32 65 00 80 10 39 12 20 06 14 162 00 34 00 00 64 65 00 80 10 39 12 20 06 14 163 00 34 00 00 03 67 00 80 10 39 12 20 06 14 165 00 34 00 00 27 67 00 80 10 39 12 20 06 14 167 00 34 00 00 64 65 00 80 10 39 12 20 06 14 104 100 146 09 02 00 36 06 03 00 00 00 168 00 34 00 00 112 65 00 80 10 39 12 20 06 14 169 00 34 00 00 80 65 00 80 10 39 12 20 06 14 170 00 34 00 00 162 66 00 80 10 39 12 20 06 14 171 00 34 00 00 48 65 00 80 10 39 12 20 06 14 172 00 34 00 00 64 65 00 80 10 39 12 20 06 14 94 00 36 143 194 199 66 00 80 10 39 12 20 06 14 ;
2014.07.03  11:44:14.450;IEC104;Connect 17, 192.168.240.21:44380. Сервер. ;Состояние алгоритма;Отправлено: 104 25 148 09 02 00 33 01 03 00 00 00 07 00 18 101 43 164 83 00 27 11 39 12 20 06 14 104 250 150 09 02 00 36 16 03 00 00 00 85 00 06 225 122 126 66 00 27 11 39 12 20 06 14 86 00 06 143 194 51 195 00 27 11 39 12 20 06 14 81 00 08 113 61 217 66 00 27 11 39 12 20 06 14 82 00 08 20 46 180 194 00 27 11 39 12 20 06 14 47 00 09 82 184 123 66 00 27 11 39 12 20 06 14 48 00 09 195 117 240 194 00 27 11 39 12 20 06 14 49 00 09 215 163 240 62 00 27 11 39 12 20 06 14 50 00 09 10 87 166 194 00 27 11 39 12 20 06 14 55 00 10 184 30 200 66 00 27 11 39 12 20 06 14 56 00 10 82 184 238 65 00 27 11 39 12 20 06 14 85 00 11 41 92 66 66 00 27 11 39 12 20 06 14 86 00 11 123 20 202 65 00 27 11 39 12 20 06 14 42 00 18 188 116 147 60 00 27 11 39 12 20 06 14 47 00 18 174 71 193 64 00 27 11 39 12 20 06 14 48 00 18 00 00 224 193 00 27 11 39 12 20 06 14 49 00 18 00 00 15 195 00 27 11 39 12 20 06 14 104 250 152 09 02 00 36 16 03 00 00 00 50 00 18 00 00 178 66 00 27 11 39 12 20 06 14 52 00 18 00 00 242 194 00 27 11 39 12 20 06 14 158 00 37 00 00 54 197 00 27 11 39 12 20 06 14 159 00 37 00 180 24 198 00 27 11 39 12 20 06 14 160 00 37 00 00 64 65 00 27 11 39 12 20 06 14 162 00 37 00 00 29 67 00 27 11 39 12 20 06 14 164 00 37 00 00 32 65 00 27 11 39 12 20 06 14 166 00 37 00 00 48 65 00 27 11 39 12 20 06 14 167 00 37 00 00 96 65 00 27 11 39 12 20 06 14 168 00 37 00 00 110 67 00 27 11 39 12 20 06 14 169 00 37 00 220 79 70 00 27 11 39 12 20 06 14 170 00 37 00 00 64 65 00 27 11 39 12 20 06 14 172 00 37 00 00 29 67 00 27 11 39 12 20 06 14 173 00 37 00 00 48 65 00 27 11 39 12 20 06 14 174 00 37 00 00 112 65 00 27 11 39 12 20 06 14 175 00 37 00 00 48 65 00 27 11 39 12 20 06 14 104 145 154 09 02 00 36 09 03 00 00 00 176 00 37 00 00 64 65 00 27 11 39 12 20 06 14 178 00 37 00 224 193 68 00 27 11 39 12 20 06 14 179 00 37 00 80 82 70 00 27 11 39 12 20 06 14 180 00 37 00 00 64 65 00 27 11 39 12 20 06 14 182 00 37 00 00 29 67 00 27 11 39 12 20 06 14 183 00 37 00 00 48 65 00 27 11 39 12 20 06 14 184 00 37 00 00 80 65 00 27 11 39 12 20 06 14 185 00 37 00 00 32 65 00 27 11 39 12 20 06 14 186 00 37 00 00 64 65 00 27 11 39 12 20 06 14 ;
2014.07.03  11:44:14.462;IEC104;Connect 17, 192.168.240.21:44380. Сервер. ;Состояние алгоритма;Получено: 104 04 01 00 156 09 ;
2014.07.03  11:44:15.450;IEC104;Connect 17, 192.168.240.21:44380. Сервер. ;Состояние алгоритма;Отправлено: 104 85 156 09 02 00 33 05 03 00 00 00 185 00 02 00 00 00 00 00 193 12 39 12 20 06 14 07 00 34 101 43 164 83 00 193 12 39 12 20 06 14 03 64 34 101 43 164 83 00 193 12 39 12 20 06 14 07 00 38 101 43 164 83 00 193 12 39 12 20 06 14 03 64 38 101 43 164 83 00 193 12 39 12 20 06 14 104 250 158 09 02 00 36 16 03 00 00 00 157 00 02 00 00 00 00 00 193 12 39 12 20 06 14 159 00 02 00 208 92 70 00 193 12 39 12 20 06 14 160 00 02 00 148 42 70 00 193 12 39 12 20 06 14 163 00 02 00 176 06 69 00 193 12 39 12 20 06 14 164 00 02 00 00 16 66 00 193 12 39 12 20 06 14 165 00 02 00 00 192 64 00 193 12 39 12 20 06 14 166 00 02 00 00 00 64 00 193 12 39 12 20 06 14 167 00 02 00 00 112 65 00 193 12 39 12 20 06 14 168 00 02 00 00 113 67 00 193 12 39 12 20 06 14 169 00 02 00 48 04 69 00 193 12 39 12 20 06 14 170 00 02 00 200 128 69 00 193 12 39 12 20 06 14 173 00 02 00 176 06 69 00 193 12 39 12 20 06 14 174 00 02 00 00 20 66 00 193 12 39 12 20 06 14 175 00 02 00 00 32 65 00 193 12 39 12 20 06 14 176 00 02 00 42 130 70 00 193 12 39 12 20 06 14 178 00 02 00 00 94 67 00 193 12 39 12 20 06 14 104 250 160 09 02 00 36 16 03 00 00 00 179 00 02 00 192 104 68 00 193 12 39 12 20 06 14 180 00 02 00 208 161 69 00 193 12 39 12 20 06 14 183 00 02 00 176 06 69 00 193 12 39 12 20 06 14 184 00 02 00 00 12 66 00 193 12 39 12 20 06 14 87 00 06 41 92 123 66 00 193 12 39 12 20 06 14 88 00 06 41 220 48 195 00 193 12 39 12 20 06 14 83 00 08 82 184 217 66 00 193 12 39 12 20 06 14 85 00 08 133 43 08 67 00 193 12 39 12 20 06 14 86 00 08 61 10 38 194 00 193 12 39 12 20 06 14 51 00 09 143 194 122 66 00 193 12 39 12 20 06 14 52 00 09 205 76 240 66 00 193 12 39 12 20 06 14 68 00 12 51 179 20 67 00 193 12 39 12 20 06 14 75 00 13 102 102 230 63 00 193 12 39 12 20 06 14 76 00 13 225 122 36 192 00 193 12 39 12 20 06 14 90 00 34 20 174 07 64 00 193 12 39 12 20 06 14 96 00 34 195 245 71 66 00 193 12 39 12 20 06 14 104 40 162 09 02 00 36 02 03 00 00 00 93 00 38 82 56 212 66 00 193 12 39 12 20 06 14 94 00 38 92 15 211 66 00 193 12 39 12 20 06 14 ;
2014.07.03  11:44:16.458;IEC104;Connect 17, 192.168.240.21:44380. Сервер. ;Состояние алгоритма;Отправлено: 104 55 164 09 02 00 33 03 03 00 00 00 07 00 00 103 43 164 83 00 140 13 39 12 20 06 14 12 00 00 210 01 00 00 00 140 13 39 12 20 06 14 45 00 00 210 01 00 00 00 140 13 39 12 20 06 14 104 190 166 09 02 00 36 12 03 00 00 00 87 00 08 225 186 12 67 00 140 13 39 12 20 06 14 88 00 08 10 215 14 194 00 140 13 39 12 20 06 14 53 00 09 61 10 215 62 00 140 13 39 12 20 06 14 54 00 09 20 238 29 67 00 140 13 39 12 20 06 14 57 00 10 205 204 198 66 00 140 13 39 12 20 06 14 58 00 10 143 66 180 194 00 140 13 39 12 20 06 14 87 00 11 92 143 69 66 00 140 13 39 12 20 06 14 88 00 11 164 112 203 65 00 140 13 39 12 20 06 14 69 00 12 31 133 107 63 00 140 13 39 12 20 06 14 70 00 12 10 87 254 66 00 140 13 39 12 20 06 14 77 00 13 174 71 225 61 00 140 13 39 12 20 06 14 78 00 13 82 56 236 194 00 140 13 39 12 20 06 14 ;
